title,location,price,landsize,Road,bedroom,bathroom,url,direction,parking,built year,district,Municipality,vdc,builtyear,checkmun
Brand new house at Harisiddhi 28 Lalitpur | 9841304847,,22000000,1369,20,5,5,https://www.gharghaderi.com/house/391-Brand-new-house-at-Harisiddhi-28-Lalitpur/,City,3-,,Lalitpur,Harisiddhi,Harisiddhi,,Harisiddhi
House for sale at Bhangal Sundarbasti | 9851249307,,22000000,1197.87,13,7,5,https://www.gharghaderi.com/house/1150-House-for-sale-at-Bhangal-Sundarbasti/,East,3-,,Kathmandu,Budhanilkantha,bhangal,2076,Budhanilkantha
House in thankot for sale,"Thankot, Chandragiri, 44619",22000000,1711.25,10,6,3,https://nepalhomesearch.com/property/%e0%a4%a5%e0%a4%be%e0%a4%a8%e0%a4%95%e0%a5%8b%e0%a4%9f-%e0%a4%ae%e0%a4%be-%e0%a4%98%e0%a4%b0-%e0%a4%ac%e0%a4%bf%e0%a4%95%e0%a5%8d%e0%a4%b0%e0%a5%80%e0%a4%ae%e0%a4%be/,West,3-,,kathmandu,,,,
House sale in chandragiri 7 | 9823149701,,22000000,1711.25,10,6,3,https://www.gharghaderi.com/house/3497-House-sale-in-chandragiri-7/,East,3-,,Kathmandu,Chandragiri,itakhel,2074,Chandragiri
New House Lalitpur Mahalxmi 4 imadol near Pawan Prakriti School | 9846572122,,22000000,1369,20,5,3,https://www.gharghaderi.com/house/1562-New-House-Lalitpur-Mahalxmi-4-imadol-near-Pawan-Prakriti-School/,North,3-,,Lalitpur,Mahalaxmi,,2076,Mahalaxmi
New House on Sale - Tikathali | 9864260884 sold,,22000000,1112.31,16,4,4,https://www.gharghaderi.com/house/2115-New-House-on-Sale---Tikathali/,North east,3-,,Lalitpur,Mahalaxmi,Imadol,2076,Mahalaxmi
New house for sale in Mandikatar Budhanilkantha | 9851155216 Sold,,22000000,1112.31,12,5,5,https://www.gharghaderi.com/house/546-New-house-for-sale-in-Mandikatar-Budhanilkantha/,East,3-,,Kathmandu,Budhanilkantha,Mandikataar,2075,Budhanilkantha
sasto ghar budhanilkantha | 9840872228,,22000000,1369,13,6,4,https://www.gharghaderi.com/house/1214-sasto-ghar-budhanilkantha/,East,3-,,Kathmandu,Budhanilkantha,Narayanthan,2071,Budhanilkantha
House for sale at Dahachowk | 9841251085,,21500000,1197.87,12,7,4,https://www.gharghaderi.com/house/1081-House-for-sale-at-Dahachowk/,East,3-,,Kathmandu,Chandragiri,Dahachowk,2073,Chandragiri
House for sale in Madhyapur Thimi Bhaktapur | 9851129421,,21500000,1026.75,13,6,5,https://www.gharghaderi.com/house/792-House-for-sale-in-Madhyapur-Thimi-Bhaktapur/,East,3-,,Bhaktapur,Madhyapur-Thimi,Suryabinayak,2073,Madhyapur-Thimi
New House Sale Nearby ICIMOD Khumaltar | 9860636075,,21500000,1112.31,12,3,3,https://www.gharghaderi.com/house/1356-New-House-Sale-Nearby-ICIMOD-Khumaltar/,South,3-,,Lalitpur,Lalitpur,Khumaltar,2076,Lalitpur
New House on Sale @ Lalitpur S AANAgau | 9864260884 sold,,21500000,1026.75,20,4,3,https://www.gharghaderi.com/house/2275-New-House-on-Sale-@-Lalitpur-S AANAgau/,North east,3-,,Lalitpur,Mahalaxmi,S AANAgau,2076,Mahalaxmi
"10BHK House For Sale At Sudal, Changunarayan | 9802640530",,21000000,1283.43,10,8,3,https://www.gharghaderi.com/house/2518-10BHK-House-For-Sale-At-Sudal-Changunarayan/,East,3-,,Bhaktapur,BMC,"Sudal, Changunarayan",2076,BMC
House for sale at Imadol Lalitpur | 9851047901,,21000000,1369,20,4,4,https://www.gharghaderi.com/house/878-House-for-sale-at-Imadol-Lalitpur/,,3-,,Kathmandu,Mahalaxmi,Imadol,2074,Mahalaxmi
House in Lamatar | 9841467272,,21000000,1369,13,7,3,https://www.gharghaderi.com/house/1209-House-in-Lamatar/,West,3-,,Lalitpur,Mahalaxmi,Lamatar,2076,Mahalaxmi
House on sale in Bharatpur | 9845920990,,21000000,2004.75,20,5,4,https://www.gharghaderi.com/house/996-House-on-sale-in-Bharatpur/,East,3-,,Kathmandu,Bharatpur,Malpot-Chowk,2076,Bharatpur
"Talchhikhel, Lalitpur | 9848028313",,21000000,1369,6,8,3,https://www.gharghaderi.com/house/2180-Talchhikhel-Lalitpur/,East,3-,,Lalitpur,Lalitpur,Satdobato,2076,Lalitpur
"Urgent Full Furnished House On Sale At Bhangal Height, Budhanilkantha. | 9847369375",,21000000,1026.75,20,6,3,https://www.gharghaderi.com/house/1856-Urgent-Full-Furnished-House-On-Sale-At-Bhangal-Height-Budhanilkantha./,East,3-,,Kathmandu,Budhanilkantha,Bhangal,2076,Budhanilkantha
Brand new house for sale in Imadol Rajkulo Lalitpur | 9841942030,,20800000,1060.975,13,5,5,https://www.gharghaderi.com/house/1593-Brand-new-house-for-sale-in-Imadol-Rajkulo-Lalitpur/,North,3-,,Lalitpur,Mahalaxmi,Rajkulo,2076,Mahalaxmi
"HOUSE (RECENTLY COMPLETED SEISMIC RESISTANT) ON SALE AT SURYABINAYAK - KATUNJE, BHAKTAPUR | 9841257156",,20500000,1026.75,,4,3,https://www.gharghaderi.com/house/2744-HOUSE-(RECENTLY-COMPLETED-SEISMIC-RESISTANT)-ON-SALE-AT-SURYABINAYAK---KATUNJE-BHAKTAPUR/,South,3-,,Bhaktapur,Bhaktapur,"Suryabinayak-Katunje, Bhaktapur",2076,Bhaktapur
House for sale in Dhapaheight | 9851155216,,20500000,1518.73,12,4,3,https://www.gharghaderi.com/house/557-House-for-sale-in-Dhapaheight/,,3-,,Lalitpur,Lalitpur,Dhapaheight,,Lalitpur
"House Sale at Bhaktapur-Suryabinayak, PanduBazar | 9851158503",,20200000,1026.75,10,7,4,https://www.gharghaderi.com/house/1770-House-Sale-at-Bhaktapur-Suryabinayak-PanduBazar/,East,3-,,Bhaktapur,Suryabinayak,Suryabinayak,2073,Suryabinayak
A single story house for sale at Sitapaila Kathmandu,Sitapaila ,20000000,1369,,3,1,https://nepalhomesearch.com/property/a-single-story-house-for-sale-at-sitapaila-kathmandu/,,3-,2076,kathmandu,,,,
Beautiful new house for sale at Nakhipot Lalitpur,"Nakhipot, 44702",20000000,1026.75,13,4,3,https://nepalhomesearch.com/property/beautiful-new-house-for-sale-at-nakhipot-lalitpur/,East,3+,2079,lalitpur,,,,
Brand New 2&1/2 Storey House on Sale @ Imadol Nayabasti --- | 9864260884 sold,,20000000,1026.75,13,4,4,https://www.gharghaderi.com/house/1631-Brand-New-2&1/2-Storey-House-on-Sale-@-Imadol-Nayabasti----/,North,3-,,Lalitpur,Mahalaxmi,Imadol,2076,Mahalaxmi
Brand New House... | 9841401143,,20000000,1026.75,13,4,3,https://www.gharghaderi.com/house/2200-Brand-New-House.../,East,3-,,Lalitpur,Mahalaxmi,Imadol,2076,Mahalaxmi
House for sale in Chabahil | 9844416666,,20000000,1369,6,6,2,https://www.gharghaderi.com/house/1982-House-for-sale-in-Chabahil/,East,3-,,Kathmandu,Kathmandu,Chabahil,2067,Kathmandu
Newly built house for sale at B AANAsthali Kharibot | 9849106034,,20000000,1027,7.6,5,3,https://www.gharghaderi.com/house/1261-Newly-built-house-for-sale-at-B AANAsthali-Kharibot/,North,3-,,Kathmandu,Nagarjun,B AANAsthali,2076,Nagarjun
Semi commercial property for sale in Kapan Kathmandu,"Bibek Chok, Kapan, Budhanilkantha, 44602",20000000,1369,15,2,1,https://nepalhomesearch.com/property/property-for-sale-in-kapan/,South,3-,,kathmandu,,,,
Very Very Urgent Sale House At Gothatar Kathmandu,Kageshwari-Manohara Municipality Gothatar,20000000,1026.75,16,5,3,https://nepalhomesearch.com/property/very-very-urgent-sale-house-at-gothatar-kathmandu/,,3-,2077,kathmandu,,,,
House for sale S AANAgaun | 9803196007,,19900000,1197.87,12,8,4,https://www.gharghaderi.com/house/1151-House-for-sale-S AANAgaun/,East,3-,,Lalitpur,Mahalaxmi,S AANAgaun,2076,Mahalaxmi
New house on sale in Dhapakhel Lalitpur | 9851155216,,19800000,1026.75,20,4,3,https://www.gharghaderi.com/house/1848-New-house-on-sale-in-Dhapakhel-Lalitpur/,South,3-,,Lalitpur,Lalitpur,Dhapakhel,2075,Lalitpur
2.5 storey house on sale in Shital Height Mahalaxmi | 9864260884 sold,,19500000,1026.75,13,4,4,https://www.gharghaderi.com/house/1605-2.5-storey-house-on-sale-in-Shital-Height-Mahalaxmi/,North,3-,,Lalitpur,Mahalaxmi,Shital Height,2076,Mahalaxmi
Ghar bikrima | 9843426142,,19500000,1240.65,12,,,https://www.gharghaderi.com/house/357-Ghar-bikrima/,North,3-,,Kathmandu,Kageshwori-Manohara,Kadaghari,2072,Kageshwori-Manohara
House for sale at Imadol | 9818684056,,19500000,900,13,5,5,https://www.gharghaderi.com/house/1181-House-for-sale-at-Imadol/,East,3-,,Lalitpur,Lalitpur,Imadol,2076,Lalitpur
House for sale in Balkot 3 Suryabinayak | 9844013234,,19500000,1197.87,26,4,3,https://www.gharghaderi.com/house/645-House-for-sale-in-Balkot-3-Suryabinayak/,East,3-,,Bhaktapur,Suryabinayak,Balkot,2073,Suryabinayak
House for sale in Changunarayan | 9860070048,,19500000,1411,,6,3,https://www.gharghaderi.com/house/2999-House-for-sale-in-Changunarayan/,East,3-,,Bhaktapur,Changunarayan,Changunarayan,2076,Changunarayan
House for sell | 9841401143,,19500000,941.1875,20,4,3,https://www.gharghaderi.com/house/2186-House-for-sell/,East,3-,,Lalitpur,Mahalaxmi,"Imadol,Lalitpur",2076,Mahalaxmi
House on Sell | 9818097854,,19500000,1026.75,13,6,3,https://www.gharghaderi.com/house/2326-House-on-Sell/,West,3-,,Kathmandu,Gokarneswor,3  AANA,2068,Gokarneswor
House on sale at Imadol | 9841942030,,19500000,1200,16,5,3,https://www.gharghaderi.com/house/1447-House-on-sale-at-Imadol/,West,3+,,Lalitpur,Mahalaxmi,Imadol,2076,Mahalaxmi
"House on sale at Padma Colony, Ramkot, Nagarjun Kathmandu!","Padma Colony, Ramkot, Nagarjun",19500000,1433.17,,3,3,https://nepalhomesearch.com/property/house-on-sale-at-padma-colony-ramkot-nagarjun-kathmandu/,,3-,2057,kathmandu,,,,
"Residential House For Sale in Chunikhel, Budhanilkantha Nearby Peak point School | 9745300858",,19500000,898,10,4,3,https://www.gharghaderi.com/house/2941-Residential-House-For-Sale-in-Chunikhel-Budhanilkantha-Nearby-Peak-point-School/,South west,3-,,Kathmandu,Kathmandu,"Chunikhel, Budhanilkantha Nearby Peak point School",2076,Kathmandu
House for Sale in Milanchwok Kirtipur (Kalanki Khasibazar ko mathi Height ma) ) | 9851182580,,19499988,1200,6,3,3,https://www.gharghaderi.com/house/1855-House-for-Sale-in-Milanchwok-Kirtipur-(Kalanki-Khasibazar-ko-mathi-Height-ma)-)/,West,3-,,Kathmandu,Kirtipur,Kalanki,2068,Kirtipur
Residential houses for sale in Lubhu | 9841282785,,19310000,1369,,3,2,https://www.gharghaderi.com/house/1620-Residential-houses-for-sale-in-Lubhu/,East,3-,,Lalitpur,Lalitpur,Lubhu,2076,Lalitpur
House Sell at Kapan | 9843828268,,19000000,1369,10,2,1,https://www.gharghaderi.com/house/1334-House-Sell-at-Kapan/,West,3-,,Kathmandu,Budhanilkantha,Kapan,2067,Budhanilkantha
House for sale at Boudhha Nayabasti | 9841460296,,19000000,1197.87,20,,,https://www.gharghaderi.com/house/444-House-for-sale-at-Boudhha-Nayabasti/,,,,Kathmandu,Budhanilkantha,Boudha,,Budhanilkantha
House for sale in Ason Kathmandu | 9841427015,,19000000,171.12,12,1,1,https://www.gharghaderi.com/house/407-House-for-sale-in-Ason-Kathmandu/,,3-,,Kathmandu,Kathmandu,Ason,2075,Kathmandu
House sale urgently | 9869598391,,19000000,1000,13,5,3,https://www.gharghaderi.com/house/2183-House-sale-urgently/,East,3-,,Lalitpur,Mahalaxmi,Lubhu mahalaxmi campus,2076,Mahalaxmi
"New House Imadol, lalitpur | 9841401143",,19000000,1026.75,13,4,3,https://www.gharghaderi.com/house/2124-New-House-Imadol-lalitpur/,South,3-,,Lalitpur,Mahalaxmi,Imadol,2076,Mahalaxmi
New house for sale in Imadol Lalitpur | 9841602210 sold,,19000000,1283.43,14,4,3,https://www.gharghaderi.com/house/1687-New-house-for-sale-in-Imadol-Lalitpur/,East,3+,,Lalitpur,Mahalaxmi,Imadol,2073,Mahalaxmi
Vibrant house for sale in Thaiba Lalitpur | 9851141833,,19000000,1390.39,13,4,4,https://www.gharghaderi.com/house/671-Vibrant-house-for-sale-in-Thaiba-Lalitpur/,east,,,Lalitpur,Godawari,Thaiba,,Godawari
House for sell at Chandragiri | 9863030145,,18500000,3080.25,10,4,1,https://www.gharghaderi.com/house/1153-House-for-sell-at-Chandragiri/,West,3+,,Kathmandu,Chandragiri,Thankot,2076,Chandragiri
New House for Sale...... | 9841401143 sold,,18500000,1026.75,13,4,3,https://www.gharghaderi.com/house/2149-New-House-for-Sale....../,South,3-,,Lalitpur,Mahalaxmi,Imadol,2076,Mahalaxmi
New house sale | 9841471209,,18500000,1197.875,13,5,3,https://www.gharghaderi.com/house/1692-New-house-sale/,East,3-,,Lalitpur,Mahalaxmi,Sanogaun,2076,Mahalaxmi
New house sell | 9851310190,,18500000,1026.75,20,3,3,https://www.gharghaderi.com/house/2542-New-house-sell/,West,3-,,Kathmandu,kapan,Kapan,2075,kapan
Well built house on sale | 9863697942,,18500000,1437.45,8,1,1,https://www.gharghaderi.com/house/2746-Well-built-house-on-sale/,East,3-,,Bhaktapur,Suryabinayak,Ganesh mandir,2066,Suryabinayak
"8 eye-catching homes on sale at Scenic Housing, Thaiba Lalitpur","Scenic Housing, Thaiba-South, Jharuwarasi, Godawari, 41700",18000000,1026.75,20,4,3,https://nepalhomesearch.com/property/scenic-housing/,East,3-,2075,lalitpur,,,,
Flat system house for sale at Aarubari Boudha,Arubari,18000000,,10,6,3,https://nepalhomesearch.com/property/house-for-sale-at-aarubari-boudha/,East,3-,2074,kathmandu,,,,
New House on Sale @ Lalitpur Changathali !! | 9864260884 sold,,18000000,1026.75,13,4,3,https://www.gharghaderi.com/house/1917-New-House-on-Sale-@-Lalitpur-Changathali-!!/,North west,3-,,Lalitpur,Mahalaxmi,Changathali,2076,Mahalaxmi
New house built on 2073/74 aer earthquake on sale due to winning DV lottery | 9844238644,,18000000,1026.75,13,8,3,https://www.gharghaderi.com/house/2191-New-house-built-on-2073/74-aer-earthquake-on-sale-due-to-winning-DV-lottery/,South east,3-,,Kathmandu,Kirtipur,3  AANA,2073,Kirtipur
New house for sale at Kirtipur | 9851155216 sold,,18000000,1197.87,13,6,3,https://www.gharghaderi.com/house/1267-New-house-for-sale-at-Kirtipur/,South,3-,,Kathmandu,Kirtipur,Bhatkepati,2076,Kirtipur
New house for sale in Imadol 6 Lalitpur | 9849649859 sold,,18000000,1026.75,13,6,3,https://www.gharghaderi.com/house/900-New-house-for-sale-in-Imadol-6-Lalitpur/,North east,3-,,Kathmandu,Mahalaxmi,Imadol,2076,Mahalaxmi
"Residential House On Sale at Gurung Tole Nearby Aani Gumba, Kapan, Kathmandu | 9745300858",,18000000,1796.8,16,2,4,https://www.gharghaderi.com/house/2804-Residential-House-On-Sale-at-Gurung-Tole-Nearby-Aani-Gumba-Kapan-Kathmandu/,North east,3-,,Kathmandu,Kathmandu,"Gurung Tole Nearby Aani Gumba, Kapan",2076,Kathmandu
3  AANA House in Gothatar | 9840390862,,17500000,1026.75,13,4,3,https://www.gharghaderi.com/house/2552-3- AANA-House-in-Gothatar/,East,3-,,Kathmandu,kageshawori maniohara,Gothatar,2076,kageshawori maniohara
Affordable House In Namuna basti Chandragiri | 988603798,,17500000,1711.25,12,4,2,https://www.gharghaderi.com/house/2140-Affordable-House-In-Namuna-basti-Chandragiri/,East,3-,,Kathmandu,Chandragiri,Balagau,2075,Chandragiri
House for sale | 9828733738,,17500000,1112.3125,16,5,4,https://www.gharghaderi.com/house/902-House-for-sale/,North,3-,,Kathmandu,Nagarjun,Sitapaila,2073,Nagarjun
House on sale in Jorpati | 9803160460,,17500000,1500,,2,1,https://www.gharghaderi.com/house/2587-House-on-sale-in-Jorpati/,East,3-,,Kathmandu,Kathmandu,Jorpati,2075,Kathmandu
House for sale in Sukedhara | 9840872228,,17200000,1026.75,13,,,https://www.gharghaderi.com/house/371-House-for-sale-in-Sukedhara/,south west,,,Kathmandu,Budhanilkantha,Sukedhara,,Budhanilkantha
"Residential House On Sale at Khahare, Kadaghari, Nearby Aksharaa School , Kathmandu | 9745300858",,17200000,1026.75,10,5,1,https://www.gharghaderi.com/house/2768-Residential-House-On-Sale-at-Khahare-Kadaghari-Nearby-Aksharaa-School-Kathmandu/,South,3-,,Kathmandu,Kathmandu,"Khahare, Kadaghari, Nearby Aksharaa School",2076,Kathmandu
"3 Storey Cozy House For SALE At Sanobharyang, Kathmandu | 9802601313",,17000000,855.62,16,4,2,https://www.gharghaderi.com/house/2794-3-Storey-Cozy-House-For-SALE-At-Sanobharyang-Kathmandu/,West,3-,,Kathmandu,Kathmandu,Kathmandu,2076,Kathmandu
House for sale at Dhungeadda Chandragiri | 9851162057,,17000000,855.62,16,6,3,https://www.gharghaderi.com/house/623-House-for-sale-at-Dhungeadda-Chandragiri/,East,3-,,Kathmandu,Chandragiri,Dhungeadda,2069,Chandragiri
House for sale at Sitapaila | 9801176477,,17000000,1112.31,15,4,2,https://www.gharghaderi.com/house/798-House-for-sale-at-Sitapaila/,east,3-,,Kathmandu,Nagarjun,Sitapaila,,Nagarjun
House for sale in Dhapaheight Lalitpur | 9851155216 sold,,17000000,1369,12,,,https://www.gharghaderi.com/house/547-House-for-sale-in-Dhapaheight-Lalitpur/,,,,Lalitpur,Lalitpur,Dhapaheight,,Lalitpur
House neart checkpost only 100m from main road withnCheap price | 9843620642,,17000000,1711.25,,7,2,https://www.gharghaderi.com/house/2100-House-neart-checkpost-only-100m-from-main-road-withnCheap-price/,East,3-,,Kathmandu,Chandragiri,Checkpost,2067,Chandragiri
Imadol house sale urgent,"Imadol, Mahalaxmi",17000000,1026.75,13,,,https://nepalhomesearch.com/property/imadol-house-sale-urgent/,,,,lalitpur,,,,
New house for sae in Imadol Lalitpur. | 9823083578,,17000000,1026.75,10,5,4,https://www.gharghaderi.com/house/409-New-house-for-sae-in-Imadol-Lalitpur./,east,3-,,Lalitpur,Mahalaxmi,Imadol,2074,Mahalaxmi
House On Sale - Imadol | 9861760895,,16500000,1026.75,13,2,1,https://www.gharghaderi.com/house/2577-House-On-Sale---Imadol/,East,3-,,Lalitpur,Lalitpur,"Imadol, Lalitpur",2076,Lalitpur
New house for sale in Gurjudhara 5 Chandragiri | 9841022857,,16500000,1197.87,16,4,3,https://www.gharghaderi.com/house/848-New-house-for-sale-in-Gurjudhara-5-Chandragiri/,East,3-,,Kathmandu,Chandragiri,Gurjudhara,2075,Chandragiri
Urgent sale of house located in Kirtipur due to DV lottery visa of USA | 9844238644,,16500000,1000,13,8,3,https://www.gharghaderi.com/house/2229-Urgent-sale(165-lakhs-instead-of-180-lakhs)-of-house-located-in-Kirtipur-due-to-DV-lottery-visa-of-USA(30-days-le-to-go)/,South,3-,,Kathmandu,Kirtipur,Dhalpa,2073,Kirtipur
bhangal sweet home | 9840872228 sold,,16500000,1197.875,13,5,4,https://www.gharghaderi.com/house/1186-bhangal-sweet-home/,South west,3-,,Kathmandu,Budhanilkantha,bhangal,2074,Budhanilkantha
2 Bedroom Good House for Sale in Budhanilkantha Kathmandu | 9807025111,,16000000,1060.975,13,2,1,https://www.gharghaderi.com/house/1957-2-Bedroom-Good-House-for-Sale-in-Budhanilkantha-Kathmandu/,North,3-,,Kathmandu,Budhanilkantha,Chunikhel,2076,Budhanilkantha
2.5 storey house on sale at Sukedhara | 9851155216 sold,,16000000,1026.75,20,6,3,https://www.gharghaderi.com/house/1217-2.5-storey-house-on-sale-at-Sukedhara/,East,3-,,Kathmandu,Budhanilkantha,Sukedhara,2070,Budhanilkantha
2.5 storey house on sell | 9843783239,,16000000,1197.875,13,4,3,https://www.gharghaderi.com/house/1897-2.5-storey-house-on-sell/,East,3-,,Lalitpur,Harisiddhi,Harisiddhi,2073,Harisiddhi
House For Sale at Imadol | 9843516279,,16000000,1026.75,12,5,3,https://www.gharghaderi.com/house/958-House-For-Sale-at-Imadol/,East,3-,,Lalitpur,Lalitpur,Imadol,2068,Lalitpur
House On Sale at Imadol | 9861760895,,16000000,500,13,2,2,https://www.gharghaderi.com/house/2578-House-On-Sale-at-Imadol/,South west,3-,,Lalitpur,Mahalaxmi,Imadol,2075,Mahalaxmi
"House for sale in Mulpani, 50 mtrs from sankhu highway | 9860008174",,16000000,1000,10,4,3,https://www.gharghaderi.com/house/2554-House-for-sale-in-Mulpani-50-mtrs-from-sankhu-highway/,East,3-,,Kathmandu,Kathmandu,mulpani,2070,Kathmandu
"House for sale in Padma Colony, Sitapaila | 9841643265",,16000000,1200,8,3,2,https://www.gharghaderi.com/house/2016-House-for-sale-in-Padma-Colony-Sitapaila/,North,3-,,Kathmandu,Nagarjun,Sitapaila,2074,Nagarjun
House for sale in Sitapaiala | 9846130713,,16000000,970.9047,,2,2,https://www.gharghaderi.com/house/2602-House-for-sale-in-Sitapaiala/,West,3-,,Kathmandu,Nagarjun,Sitapaila,2072,Nagarjun
House for sale near Imadol Tempo Park |,,16000000,1048.14,13,2,2,https://www.gharghaderi.com/house/2370-House-for-sale-near-Imadol-Tempo-Park/,East,3-,,Lalitpur,Lalitpur,Imadol,2076,Lalitpur
House on sale at Hattiban | 9741810433,,16000000,1026.75,20,1,1,https://www.gharghaderi.com/house/1943-House-on-sale-at-Hattiban/,East,3-,,Lalitpur,Lalitpur,Hattiban,2070,Lalitpur
Houses For Sale At Teku Kathmandu | 9841297497,,16000000,3764.75,13,1,1,https://www.gharghaderi.com/house/1252-Houses-For-Sale-At-Teku-Kathmandu/,North,3-,,Kathmandu,Kathmandu,Teku,2076,Kathmandu
"New House for Sale in Doleshwor, Suryabinayak, Bhaktapur | 9803828501 sold",,16000000,700,6,6,3,https://www.gharghaderi.com/house/1383-New-House-for-Sale-in-Doleshwor-Suryabinayak-Bhaktapur/,East,3-,,Bhaktapur,Suryabinayak,Doleswor,2073,Suryabinayak
New house for sale at Changnarayan Bhaktapur | 9841005745,,16000000,1026.75,14,2,3,https://www.gharghaderi.com/house/1621-New-house-for-sale-at-Changnarayan-Bhaktapur/,East,3-,,Bhaktapur,Changunarayan,Changunarayan,2075,Changunarayan
New house for sale at M AANAmaiju 19 Tarkeshwor | 9849295561,,16000000,1197.87,10,5,2,https://www.gharghaderi.com/house/635-New-house-for-sale-at-M AANAmaiju-19-Tarkeshwor/,East,3-,,Kathmandu,Tarkeshwor,M AANAmaiju,2075,Tarkeshwor
House for sale at Duwakot 2 Bhaktapur | 9841217372,,15500000,2053.5,20,4,2,https://www.gharghaderi.com/house/1406-House-for-sale-at-Duwakot-2-Bhaktapur/,East,3-,,Bhaktapur,Changunarayan,Duwakot,2076,Changunarayan
New House for Sale in Tikathali Lalitpur | 9864260884 sold,,15500000,1200,13,2,1,https://www.gharghaderi.com/house/2674-New-House-for-Sale-in-Tikathali-Lalitpur/,South,3-,,Lalitpur,Mahalaxmi,Tikathali,2076,Mahalaxmi
Pension House | 9860931328,,15500000,855.625,13,5,3,https://www.gharghaderi.com/house/2173-Pension-House/,South,3-,,Kathmandu,Nagarjun,sitapaila,2067,Nagarjun
Tahachal | 9745300858,,15500000,1176.48,8,1,1,https://www.gharghaderi.com/house/2771-Tahachal/,East,3-,,Kathmandu,Nagarjun,Tahachal,2066,Nagarjun
"House for sale imadol, lalitpur, Nepal | 9849551287",,15000000,1026.75,4,4,4,https://www.gharghaderi.com/house/1542-House-for-sale-imadol-lalitpur-Nepal/,South,3-,,Lalitpur,Mahalaxmi,Imadol,2076,Mahalaxmi
House for sale in Kirtipur Kathmandu | 9841765173,,15000000,1882.375,,,,https://www.gharghaderi.com/house/726-House-for-sale-in-Kirtipur-Kathmandu/,,,,Kathmandu,Kirtipur,Bhatkepati,,Kirtipur
New house & land on sale | 9851027535,,15000000,317.9,20,1,1,https://www.gharghaderi.com/house/1680-New-house-&-land-on-sale/,West,3-,,Bhaktapur,Suryabinayak,Gundu,2076,Suryabinayak
New house on sale at Satungal Chandragiri Municipality,"Satungal Road, Boshigaun, Chandragiri, 44618",15000000,1026.75,4,3,3,https://nepalhomesearch.com/property/new-house-on-sale-at-satungal/,,,2079,kathmandu,,,,
New house sale in Bhaktapur | 9841825821,,15000000,1060.975,20,5,3,https://www.gharghaderi.com/house/1768-New-house-sale-in-Bhaktapur/,North,3-,,Bhaktapur,Madhyapur Thimi,Dunchepakha,2076,Madhyapur Thimi
Single Story house for sale at Sipadol Bhaktapur,"Sipadol, Suryabinayak",15000000,1369,13,2,1,https://nepalhomesearch.com/property/house-for-sale-at-sipadol-bhaktapur/,South-east,3-,2078,bhaktapur,,,,
Urgent sale bank ko loan ko problem le garera | 9844557477,,15000000,1540.12,6,4,2,https://www.gharghaderi.com/house/2644-Urgent-sale-bank-ko-loan-ko-problem-le-garera/,East,3-,,Kathmandu,Budhanilkantha,Ganesh chowk,2070,Budhanilkantha
house sale | 9851099249,,15000000,900,6,6,4,https://www.gharghaderi.com/house/1952-house-sale/,North east,3-,,Bhaktapur,Suryabinayak,near from rose village,2072,Suryabinayak
"Affordable House for sale in High Vision Colony Chandragiri, Kathmandu | 9742927192",,14500000,1000,6,5,3,https://www.gharghaderi.com/house/2010-Affordable-House-for-sale-in-High-Vision-Colony-Chandragiri-Kathmandu/,North west,3-,,Kathmandu,Chandragiri,Thankot,2072,Chandragiri
"House for sale in padma colony 1st phase, Nagarjun, sitapaila, kathmandu | 9808042494 sold",,14500000,1095.2,10,3,3,https://www.gharghaderi.com/house/1453-House-for-sale-in-padma-colony-1st-phase-Nagarjun-sitapaila-kathmandu/,East,3-,,Kathmandu,Nagarjun,Sitapaila,2073,Nagarjun
Single Story house for sale at Balkot,Balkot,14500000,,13,2,1,https://nepalhomesearch.com/property/single-story-house-for-sale-at-balkot/,East,3-,2078,bhaktapur,,,,
Single story house for sale at Imadol Lalitpur,"Imadol, Mahalaxmi",14500000,1026.75,13,2,2,https://nepalhomesearch.com/property/single-story-house-for-sale-at-imadol-lalitpur/,East,3-,2078,lalitpur,,,,
2.5 storayed house in sell at jorpati | 9845919895,,14300000,752.95,10,3,3,https://www.gharghaderi.com/house/2270-2.5-storayed-house-in-sell-at-jorpati/,South,3-,,Kathmandu,Gokarneshwor,Jorpati,2071,Gokarneshwor
"House along with land for sale at Banglamukhi, Lalitpur | 9849551287",,14000000,1112.31,5,3,2,https://www.gharghaderi.com/house/1541-House-along-with-land-for-sale-at-Banglamukhi-Lalitpur/,West,3-,,Lalitpur,Lalitpur,Banglamukhi,2067,Lalitpur
House for Sale Kapan | 9808215744,,14000000,1197.875,12,2,2,https://www.gharghaderi.com/house/1529-House-for-Sale-Kapan/,East,3-,,Kathmandu,Budhanilkantha,Kapan,2070,Budhanilkantha
House for sale at Kapan | 9844651771,,14000000,1026.75,12,2,1,https://www.gharghaderi.com/house/814-House-for-sale-at-Kapan/,,3-,,Kathmandu,Budhanilkantha,Kapan,,Budhanilkantha
House For sale in Kapan | 9841945512,,13900000,1200,13,2,1,https://www.gharghaderi.com/house/1361-House-For-sale-in-Kapan/,North east,3-,,Kathmandu,Budhanilkantha,KAPAN,2068,Budhanilkantha
Brand New One Storey House at Imadol | 9864260884 sold,,13700000,1026.75,13,2,1,https://www.gharghaderi.com/house/1630-Brand-New-One-Storey-House-at-Imadol/,East,3-,,Lalitpur,Mahalaxmi,Imadol,2076,Mahalaxmi
