title,district,Municipality,vdc,landsize,Road,price,bedroom,bathroom,builtyear,parking,direction,url
A Hill Top Bungalow at Hadigaon | 9801110331,Kathmandu,Kathmandu,Hadigaon,"11 Anna 1 Paisa, 3800 Sq Ft",13 Ft,"13,00,00,000",4,5+,2067,Car 3,South,https://www.gharghaderi.com/house/1324-A-Hill-Top-Bungalow-at-Hadigaon/
"New House sale at Ranjha Airport, Nepalgunj | 9848525177",Banke,Nepalgunj,Ranjha Airport,18 Aana,13 Ft,"1,50,00,000",5,4,2076,Car 3+,East,https://www.gharghaderi.com/house/1320-New-House-sale-at-Ranjha-Airport-Nepalgunj/
hattigauda 20 ana bungalow | 9840872228,Kathmandu,Budhanilkantha,Hattigauda,20 Ana,15 Ft,"10,00,00,000",5,5+,2071,Car 3+,East,https://www.gharghaderi.com/house/1284-hattigauda-20-ana-bungalow/
House on sale at pepsicola | 9808067302,Kathmandu,Kageshwori-Manohara,Townplanning,2.5,8 Ft,"1,25,00,000",2,1,2076,Car 1,South,https://www.gharghaderi.com/house/1283-House-on-sale-at-pepsicola/
Budhanilkantha 11 ana house for sale | 9840872228,Kathmandu,Budhanilkantha,Budhanilkantha,11 Ana,13 Ft,"6,00,00,000",6,5+,2071,Car 3+,East,https://www.gharghaderi.com/house/1276-Budhanilkantha-11-ana-house-for-sale/
Baniyatar 3 floor house on sale | 9840872228,Kathmandu,Tokha,Baniyatar,3.3,13 Ft,"2,35,00,000",7,5+,2076,Motorbike,East,https://www.gharghaderi.com/house/1273-Baniyatar-3-floor-house-on-sale/
4.5 story house at Baneshwor Sankhamul | 9840872228,Kathmandu,Kathmandu,Baneshwor,4,15,"5,55,00,000",8,5+,2075,Car 2,East,https://www.gharghaderi.com/house/1270-4.5-story-house-at-Baneshwor-Sankhamul/
New house for sale at Kirtipur | 9851155216 sold,Kathmandu,Kirtipur,Bhatkepati,0-3-2-0,13 Ft,"1,80,00,000",6,3,2076,Car 1,South,https://www.gharghaderi.com/house/1267-New-house-for-sale-at-Kirtipur/
CG Hills furnished house on sale | 9840872228,Kathmandu,Budhanilkantha,Hattigauda,4.5,20 Ft,"5,00,00,000",4,5+,2071,Car 1,West,https://www.gharghaderi.com/house/1266-CG-Hills-furnished-house-on-sale/
Mountain View House at Sale Gahate Mahalaxmi | 9818414072,Lalitpur,Mahalaxmi,Gahate,3 Ana,20 Ft,"1,05,00,000",1,1,2076,Car 1,North east,https://www.gharghaderi.com/house/1264-Mountain-View-House-at-Sale-Gahate-Mahalaxmi/
Beautiful house made in 3 ana at Dadathok | 9818414072,Lalitpur,Mahalaxmi,Dadathok,3 Ana,13 Ft,"75,00,000",2,1,2071,Motorbike,North,https://www.gharghaderi.com/house/1263-Beautiful-house-made-in-3-ana-at-Dadathok/
2.5 storey house on sale at Dadathok | 9818414072,Lalitpur,Mahalaxmi,Dadathok,0-2-3-2,13 Ft,"1,05,00,000",3,2,2074,Motorbike,West,https://www.gharghaderi.com/house/1262-2.5-storey-house-on-sale-at-Dadathok/
Newly built house for sale at Banasthali Kharibot | 9849106034,Kathmandu,Nagarjun,Banasthali,1027,7.6 Ft,"2,00,00,000",5,3,2076,Motorbike,North,https://www.gharghaderi.com/house/1261-Newly-built-house-for-sale-at-Banasthali-Kharibot/
Semi commercial 3 story house at Imadol Mahalaxmi | 9864260884 sold,Lalitpur,Mahalaxmi,Imadol,1200 Sqft,20 Ft,"2,50,00,000",5,3,2076,Car 1,East,https://www.gharghaderi.com/house/1260-Semi-commercial-3-story-house-at-Imadol-Mahalaxmi/
2.5 storey house for sale in Maharajgunj | 9841757111,Kathmandu,Kathmandu,Maharajgunj,8 Aana,10 Feet,"4,80,00,000",7,5+,2067,Car 1,South,https://www.gharghaderi.com/house/1253-2.5-storey-house-for-sale-in-Maharajgunj/
Houses For Sale At Teku Kathmandu | 9841297497,Kathmandu,Kathmandu,Teku,11 Aana,13 Feet,"1,60,00,000",1,1,2076,Motorbike,North,https://www.gharghaderi.com/house/1252-Houses-For-Sale-At-Teku-Kathmandu/
Bungalow on sale at Bhangal Budhanilkantha | 9840872228,Kathmandu,Budhanilkantha,Bhangal,0-5-0-0,14 Ft,"3,50,00,000",3,3,2076,Car 2,East,https://www.gharghaderi.com/house/1235-Bungalow-on-sale-at-Bhangal-Budhanilkantha/
Sukedhara Nilopul House on Sale | 9847369375,Kathmandu,Kathmandu,Sukedhara,0-4-3-2,15,"2,60,00,000",6,4,2076,Car 2,East,https://www.gharghaderi.com/house/1234-Sukedhara-Nilopul-House-on-Sale/
House For Sale | 9841746356,Kathmandu,Kathmandu,"Dillibazar, ghattakulo",1500 Sqft +,10 Ft,"35,00,00,000",7,3,2067,Car 2,South east,https://www.gharghaderi.com/house/1219-House-For-Sale/
House for sale in Dhapasi/Basundhara | 9779841345,Kathmandu,Kathmandu,Basundhara,1.5 Ropani,13-20ft,"14,00,00,000",8,3,2076,Car 3+,North,https://www.gharghaderi.com/house/1218-House-for-sale-in-Dhapasi/Basundhara/
2.5 storey house on sale at Sukedhara | 9851155216 sold,Kathmandu,Budhanilkantha,Sukedhara,0-3-0-0,20 Ft,"1,60,00,000",6,3,2070,Car 1,East,https://www.gharghaderi.com/house/1217-2.5-storey-house-on-sale-at-Sukedhara/
Hattigauda sasto ghar on sale | 9840872228,Kathmandu,Budhanilkantha,hattigauda,7 Ana,13 Ft,"3,40,00,000",6,4,2067,Car 2,South west,https://www.gharghaderi.com/house/1215-Hattigauda-sasto-ghar-on-sale/
sasto ghar budhanilkantha | 9840872228,Kathmandu,Budhanilkantha,Narayanthan,4 Ana,13 Ft,"2,20,00,000",6,4,2071,Car 1,East,https://www.gharghaderi.com/house/1214-sasto-ghar-budhanilkantha/
11 ana land with home for sale at Hattigauda | 9840872228,Kathmandu,Budhanilkantha,Hattigauda,11 Ana,16 Ft,"4,20,00,000",6,4,2067,Motorbike,East,https://www.gharghaderi.com/house/1213-11-ana-land-with-home-for-sale-at-Hattigauda/
"House For Sell At Pulchowk, Lalitpur | 9840504300",Lalitpur,Lalitpur,Pulchowk,1 Anna 3 Paisa 1 Dam,7 Meter,"3,50,00,000",4,5+,2076,Motorbike,East,https://www.gharghaderi.com/house/1212-House-For-Sell-At-Pulchowk-Lalitpur/
House in Lamatar | 9841467272,Lalitpur,Mahalaxmi,Lamatar,4aana,13 Ft,"2,10,00,000",7,3,2076,Car 2,West,https://www.gharghaderi.com/house/1209-House-in-Lamatar/
House for Sale | 9851057384,Kathmandu,Nagarjun,Syuchatar,0-5-2-2,10 Ft,"2,55,00,000",4,2,2067,Car 1,West,https://www.gharghaderi.com/house/1208-House-for-Sale/
"House Sale in Rupandehi, Sainamaina | 9845047684",Rupandehi,Sainamaina,"Buddhanagar, Seruwa",8 Dhur,12 Ft,"65,00,000",2,2,2071,Car 1,North,https://www.gharghaderi.com/house/1207-House-Sale-in-Rupandehi-Sainamaina/
Brand new house for sale at Nayapati Gokarneshwor | 9847369375,Kathmandu,Gokarneshwor,Nayapati,5 Anna,20 + 18 Ft,"2,25,00,000",4,3,2075,Car 2,East,https://www.gharghaderi.com/house/1206-Brand-new-house-for-sale-at-Nayapati-Gokarneshwor/
Bungalow built on 52 aana land on sale at Dhumbarahi | 9840872228,Kathmandu,Kathmandu,Dhumbarahi,52 ANA,18 FT,"26,00,00,000",5,5+,2067,Car 3+,East,https://www.gharghaderi.com/house/1205-Bungalow-built-on-52-aana-land-on-sale-at-Dhumbarahi/
Pasikot house on sale built on 20 aana land | 9840872228,,,,20 ANA,13 Ft,"7,00,00,000",,,,,,https://www.gharghaderi.com/house/1204-Pasikot-house-on-sale-built-on-20-aana-land/
Semi bungalow on sale at Dhumbarahi | 9840872228,Kathmandu,Kathmandu,Dhumbarahi,7 Aana,12 Ft,"4,50,00,000",8,5+,2069,Car 3+,East,https://www.gharghaderi.com/house/1203-Semi-bungalow-on-sale-at-Dhumbarahi/
Chandole sweet home on sale | 9840872228,Kathmandu,Kathmandu,Chandole,4 ANA,16 Ft,"3,35,00,000",4,4,2074,Car 1,East,https://www.gharghaderi.com/house/1202-Chandole-sweet-home-on-sale/
Modern house for sale at Kapan | 9847369375,Kathmandu,Budhanilkantha,Kapan,4.2 Anna,13 Ft,"2,65,00,000",5,5+,2076,Car 3+,East,https://www.gharghaderi.com/house/1195-Modern-house-for-sale-at-Kapan/
Bungalow with 12 aana land on sale at Narayanthan | 9840872228,Kathmandu,Budhanilkantha,Narayanthan,12 ANA,16 Ft,"7,20,00,000",5,5+,2076,Car 3+,South east,https://www.gharghaderi.com/house/1190-Bungalow-with-12-aana-land-on-sale-at-Narayanthan/
New Bungalow on Sale at Tenzing Chowk Chabahil | 9847369375,Kathmandu,Kathmandu,Chabahil,4 Anna,13 Ft,"2,95,00,000",5,4,2076,Car 1,East,https://www.gharghaderi.com/house/1189-New-Bungalow-on-Sale-at-Tenzing-Chowk-Chabahil/
Bungalow built on 8 aana at Rudreshwor on sale | 9840872228,Kathmandu,Budhanilkantha,Rudreshwor,8 ANA,13 Ft,"4,25,00,000",5,5+,2069,Car 3+,East,https://www.gharghaderi.com/house/1188-Bungalow-built-on-8-aana-at-Rudreshwor-on-sale/
Family Bungalow at Siddhartha Colony on sale | 9840872228,Kathmandu,Budhanilkantha,Siddhartha Colony,0-7-3-0,20 Ft,"5,90,00,000",4,5+,2075,Car 3+,South east,https://www.gharghaderi.com/house/1187-Family-Bungalow-at-Siddhartha-Colony-on-sale/
bhangal sweet home | 9840872228 sold,Kathmandu,Budhanilkantha,bhangal,3.5 Ana,13 Ft,"1,65,00,000",5,4,2074,Car 1,South west,https://www.gharghaderi.com/house/1186-bhangal-sweet-home/
House for sale at Imadol | 9818684056,Lalitpur,Lalitpur,Imadol,900 Sqft,13 Ft,"1,95,00,000",5,5+,2076,Car 1,East,https://www.gharghaderi.com/house/1181-House-for-sale-at-Imadol/
House for sale near jorpati in Besi Gaun | 9851160941,Kathmandu,Gokarneshwor,Besi Gaun,4 Anna,12 Ft,"3,00,00,000",6,3,2075,Car 2,East,https://www.gharghaderi.com/house/1174-House-for-sale-near-jorpati-in-Besi-Gaun/
Classic design house at Pasikot | 9840872228,Kathmandu,Budhanilkantha,Pasikot,5.5 ANA,20 Ft,"3,20,00,000",4,5+,2076,Car 3+,North,https://www.gharghaderi.com/house/1163-Classic-design-house-at-Pasikot/
flat system home built on 11 aana on sale at Rudreshwor | 9840872228,Kathmandu,Budhanilkantha,Rudreshwor,11 ANA,13 Ft,"8,50,00,000",7,5+,2076,Car 3+,South,https://www.gharghaderi.com/house/1162-flat-system-home-built-on-11-aana-on-sale-at-Rudreshwor/
Chundevi Bungalow on rent having 18 aana land | 9840872228,,,,19 ANA,20 Ft,"2,50,000",,,,,,https://www.gharghaderi.com/house/1156-Chundevi-Bungalow-on-rent-having-18-aana-land/
House for sell at Chandragiri | 9863030145,Kathmandu,Chandragiri,Thankot,9anna,10 Ft,"1,85,00,000",4,1,2076,Car 3+,West,https://www.gharghaderi.com/house/1153-House-for-sell-at-Chandragiri/
House for sale Sanagaun | 9803196007,Lalitpur,Mahalaxmi,Sanagaun,0-3-2-0,12 Ft,"1,99,00,000",8,4,2076,Car 1,East,https://www.gharghaderi.com/house/1151-House-for-sale-Sanagaun/
House for sale at Bhangal Sundarbasti | 9851249307,Kathmandu,Budhanilkantha,bhangal,0-3-2-0,13 Ft,"2,20,00,000",7,5+,2076,Car 1,East,https://www.gharghaderi.com/house/1150-House-for-sale-at-Bhangal-Sundarbasti/
House for sale at Bhaktapur | 9851129421,Bhaktapur,Suryabinayak,suryabinayak,0-3-0-0,12 Ft,"1,20,00,000",2,1,2076,Car 1,East,https://www.gharghaderi.com/house/1149-House-for-sale-at-Bhaktapur/
Bungalow on sale at Deuba Chowk | 9840872228,Kathmandu,Budhanilkantha,Deuba Chowk,6 ANA,16 Ft,"3,60,00,000",5,5+,2072,Car 2,East,https://www.gharghaderi.com/house/1146-Bungalow-on-sale-at-Deuba-Chowk/
House for sale in Sipadol Suryabinayak | 9861589682,Bhaktapur,Suryabinayak,Sipadol,0-4-1-2,12 Ft,"2,30,00,000",5,3,2076,Motorbike,South west,https://www.gharghaderi.com/house/1140-House-for-sale-in-Sipadol-Suryabinayak/
1 storey house on sale at Tikathali Lalitpur | 9861589682,Lalitpur,Mahalaxmi,Tikathali,0-2-2-0,12 Ft,"1,15,00,000",3,1,2076,Car 1,East,https://www.gharghaderi.com/house/1139-1-storey-house-on-sale-at-Tikathali-Lalitpur/
Bungalow on rent at Baluwatar | 9840872228,Kathmandu,Kathmandu,Baluwatar,24 ANA,16 Ft,"4,50,000",6,5+,2068,Car 3+,East,https://www.gharghaderi.com/house/1138-Bungalow-on-rent-at-Baluwatar/
DHAPASI HEIGHT BUNGALOW | 9840872228,Kathmandu,Tokha,Dhapasi,30 ANA,15 FT,"12,00,00,000",5,5+,2068,Car 3+,South west,https://www.gharghaderi.com/house/1137-DHAPASI-HEIGHT-BUNGALOW/
MAHARAJGANJ 3 BHK BUNGALOW | 9840872228,Kathmandu,Kathmandu,MAHARAJGANJ,1 ROPANI,16 Ft,"2,25,000",3,5+,2071,Car 3+,East,https://www.gharghaderi.com/house/1132-MAHARAJGANJ-3-BHK-BUNGALOW/
CHANDOLE HOME ON RENT | 9840872228,Kathmandu,Kathmandu,CHANDOLE,19 ANA,16 Ft,"1,60,000",5,5+,2069,Car 3+,East,https://www.gharghaderi.com/house/1128-CHANDOLE-HOME-ON-RENT/
New house for sale at Bansbari | 9841904701,Kathmandu,Budhanilkantha,Bansbari,0-4-1-0,10 Ft,"2,90,00,000",6,4,2076,Car 1,West,https://www.gharghaderi.com/house/1120-New-house-for-sale-at-Bansbari/
House for ale at Jharankhu | 9841126487,Kathmandu,Tarkeshwor,Jharankhu,0-0-0-0,13 Ft,"1,90,00,000",7,4,2076,Car 1,East,https://www.gharghaderi.com/house/1119-House-for-ale-at-Jharankhu/
House for sale at Kapan Sundarbasti | 9851249307,Kathmandu,Budhanilkantha,Kapan,0-4-0-0,13 Ft,"2,70,00,000",5,5+,2076,Car 1,East,https://www.gharghaderi.com/house/1118-House-for-sale-at-Kapan-Sundarbasti/
New house on sale at Budhanilkantha | 9840872228,Kathmandu,Budhanilkantha,Rudreshwor,0-8-0-0,20 Ft,"4,50,00,000",5,5+,2076,Car 2,East,https://www.gharghaderi.com/house/1117-New-house-on-sale-at-Budhanilkantha/
Premium bungalow on sale in Kupondole | 9840872228,Kathmandu,Lalitpur,Kupondole,22 ANA,16 Ft,"15,00,00,000",6,5+,2067,Car 3+,North,https://www.gharghaderi.com/house/1116-Premium-bungalow-on-sale-in-Kupondole/
House at boudha nayabasti | 9865556659,Kathmandu,Kathmandu,Boudha,4 Aana,13 Ft,"2,70,00,000",4,4,2072,Car 1,East,https://www.gharghaderi.com/house/1115-House-at-boudha-nayabasti/
House near Bansbari Neuro Hospital | 9840872228,Kathmandu,Budhanilkantha,Bansbari,6 AN,10 Ft,"3,60,00,000",6,5+,2076,Car 2,South east,https://www.gharghaderi.com/house/1114-House-near-Bansbari-Neuro-Hospital/
House for sale in Suryabinayak Bhaktapur | 9851129421,Bhaktapur,Suryabinayak,Darjeeling Height,0-3-1-0,13 Ft,"1,25,00,000",2,1,2076,Car 1,East,https://www.gharghaderi.com/house/1112-House-for-sale-in-Suryabinayak-Bhaktapur/
House on sell at Devinagar Butwal | 9801180470,Rupandehi,Butwal,Devinagar,5 Dhur,51,"1,48,00,000",3,2,2068,Motorbike,North west,https://www.gharghaderi.com/house/1111-House-on-sell-at-Devinagar-Butwal/
Bungalow on rent at Chappal Kharkhana | 9847369375,Kathmandu,Kathmandu,Chappal Karkhana,24,20 Ft,"3,50,000",6,5+,2076,Car 3+,East,https://www.gharghaderi.com/house/1110-Bungalow-on-rent-at-Chappal-Kharkhana/
Sweet home on rent at Siddarth Colony | 9840872228,Kathmandu,Budhanilkantha,Siddarth Colony,8,16 Ft,"2,00,000",5,5+,2072,Car 1,South,https://www.gharghaderi.com/house/1105-Sweet-home-on-rent-at-Siddarth-Colony/
Modern house on rent at Deuba Chowk | 9840872228,Kathmandu,Budhanilkantha,Deuba Chowk,0-48-0-0,16 Ft,"4,50,000",5,5+,2075,Car 3+,East,https://www.gharghaderi.com/house/1102-Modern-house-on-rent-at-Deuba-Chowk/
Bungalow on rent at Golfutar Height | 9847369375,Kathmandu,Kathmandu,Golfuatar,48 Aana,20 Ft,"3,00,000",6,5+,2076,Car 3+,East,https://www.gharghaderi.com/house/1101-Bungalow-on-rent-at-Golfutar-Height/
Chappal Karkhana Modern Bungalow On Sale | 9847369375,Kathmandu,Kathmandu,Chappal Kharkhana,3 Aana,,"2,90,00,000",4,4,2076,Car 1,East,https://www.gharghaderi.com/house/1100-Chappal-Karkhana-Modern-Bungalow-On-Sale/
Samakhusi Brand New House Inside Ring Road | 9847369375,Kathmandu,Kathmandu,Samakhusi,4 Aana,16 Ft,"3,20,00,000",6,4,2076,Car 1,East,https://www.gharghaderi.com/house/1099-Samakhusi-Brand-New-House-Inside-Ring-Road/
Classical Brand New House For Sale At Samakhusi | 9847369375,Kathmandu,Kathmandu,Samakhusi,7 Aana,20 Ft,"5,50,00,000",6,5+,2076,Car 3+,East,https://www.gharghaderi.com/house/1098-Classical-Brand-New-House-For-Sale-At-Samakhusi/
GOLFUTAR BUNGALOW ON RENT | 9840872228 sold,Kathmandu,Kathmandu,GOLFUTAR,3 ROPANI,16 Ft,"3,00,000",6,5+,2076,Motorbike,East,https://www.gharghaderi.com/house/1097-GOLFUTAR-BUNGALOW-ON-RENT/
Bungalow on sale at Basbari | 9847369375,Kathmandu,Budhanilkantha,Bansbari,8 ANNA,20 Ft,"4,50,00,000",6,4,2076,Motorbike,East,https://www.gharghaderi.com/house/1096-Bungalow-on-sale-at-Basbari/
House on sale at Bansbari | 9840872228,Kathmandu,Kathmandu,Bansbari,8 Aana,16 Ft,"4,50,00,000",6,5+,2069,Car 2,West,https://www.gharghaderi.com/house/1095-House-on-sale-at-Bansbari/
SWEET BUNGALOW ON RENT | 9840872228,Kathmandu,Kathmandu,MAHARAJGANJ,24 ANA,16 Ft,"3,49,999",6,5+,2076,Motorbike,South east,https://www.gharghaderi.com/house/1094-SWEET-BUNGALOW-ON-RENT/
Bungalow on sale at Golfutar | 9840872228,Kathmandu,Budhanilkantha,GOLFUTAR,19 ANA,13 Ft,"10,00,00,000",6,5+,2069,Car 3+,East,https://www.gharghaderi.com/house/1093-Bungalow-on-sale-at-Golfutar/
Bungalow on sale at Hepali | 9840872228,Kathmandu,Budhanilkantha,Hepali,0-5-0-0,16 Ft,"4,30,00,000",4,4,2071,Car 1,South east,https://www.gharghaderi.com/house/1087-Bungalow-on-sale-at-Hepali/
royal bungalow | 9840872228,Kathmandu,budhanilkantha,narayan than,21 Ana,16 Ft,"10,00,00,000",5,5+,2067,Car 3+,South,https://www.gharghaderi.com/house/1086-royal-bungalow/
beautiful bungalow budhanilkantha | 9840872228,Kathmandu,budhanilkantha,narayan than,21 Ana,16 Ft,"10,00,00,000",5,5+,2076,Car 3+,South,https://www.gharghaderi.com/house/1085-beautiful-bungalow-budhanilkantha/
House for sale at Dahachowk | 9841251085,Kathmandu,Chandragiri,Dahachowk,0-3-2-0,12 Ft,"2,15,00,000",7,4,2073,Car 1,East,https://www.gharghaderi.com/house/1081-House-for-sale-at-Dahachowk/
House for sale at Baniyatar Tokha | 9840872228,Kathmandu,Tokha,Baniyatar,0-4-2-0,14 Ft,"2,35,00,000",5,4,2076,Car 1,South,https://www.gharghaderi.com/house/1079-House-for-sale-at-Baniyatar-Tokha/
Brand new house for sale at Samakhusi | 9840872228 sold,Kathmandu,Kathmandu,Samakhusi,4 ANA,13 Ft,"3,20,00,000",6,5+,2075,Car 1,East,https://www.gharghaderi.com/house/1077-Brand-new-house-for-sale-at-Samakhusi/
Modern Bungalow at ChappalKharkhana | 9840872228 sold,Kathmandu,kathmandu,chappalkarkhana,3 Ana,13 Ft,"3,20,00,000",4,5+,2076,Car 1,South west,https://www.gharghaderi.com/house/1074-Modern-Bungalow-at-ChappalKharkhana/
House for sale in Birtamode Jahapa | 9852682827,Jhapa,Birtamode,Govendra chowk,10 Dhur,`3 Ft,"2,00,00,000",1,5+,2076,Motorbike,East,https://www.gharghaderi.com/house/1071-House-for-sale-in-Birtamode-Jahapa/
Bungalow on rent at Siddhartha Colony | 9847369375,Kathmandu,Budhanilkantha,Sidhartha Colony,,,"3,00,000",1,1,2076,Motorbike,East,https://www.gharghaderi.com/house/1069-Bungalow-on-rent-at-Siddhartha-Colony/
House for sale at Sukedhara Kathmandu | 984087222,kathmandu,Budhanilkantha,Sukedhara,0-6-0-0,25 Ft,"4,25,00,000",5,4,2076,Motorbike,East,https://www.gharghaderi.com/house/1068-House-for-sale-at-Sukedhara-Kathmandu/
House for rent at Basundhara Kathmandu | 9851155216,Kathmandu,budhanilkantha,Basundhara,0-14-0-0,20,"2,50,000",8,1,2076,Motorbike,East,https://www.gharghaderi.com/house/1067-House-for-rent-at-Basundhara-Kathmandu/
Budhanilkantha bungalow on sale | 9840872228,Kathmandu,budhanilkantha,Narayanthan,1500 Sqft,20 Ft,"4,50,00,000",5,5+,2076,Car 2,East,https://www.gharghaderi.com/house/1055-Budhanilkantha-bungalow-on-sale/
New House Sale in Pokhara 15 Nayagaun | 9846572122,Kaski,Pokhara,NayaGaun,1000 Sqft,16 Ft,"1,70,00,000",1,2,2076,Car 1,North,https://www.gharghaderi.com/house/1053-New-House-Sale-in-Pokhara-15-Nayagaun/
House sale in Kapan | 9851214541,Kathmandu,Budhanilkantha,Kapan,4.5 Ana,12ft,"2,50,00,000",7,5+,2067,car 2+,North east,https://www.gharghaderi.com/house/1039-House-sale-in-Kapan/
New House Flat for Rent at Bhaisepati | 9843291951,Lalitpur,Lalitpur,Sano Khokana,6,12 Ft,"35,000",2,2,2076,Car 1,East,https://www.gharghaderi.com/house/1037-New-House-Flat-for-Rent-at-Bhaisepati/
New house on urgent sell | 9860485662,Kathmandu,Tokha,Bhatkeko pool,103.34,16 Ft,"2,50,00,000",4,3,2076,Car 1,East,https://www.gharghaderi.com/house/1036-New-house-on-urgent-sell/
House on sale | 9816458343,Rupandehi,Butwal,Devi nagar,5 Dhur,20 Ft,"1,50,00,000",8,3,2072,Motorbike,North,https://www.gharghaderi.com/house/1030-House-on-sale/
Attached two rooms are on rent: Hurry Up | 9861539505,Lalitpur,Mahalaxmi,Balkumari,Nepal,12 Ft,"13,500",2,1,2072,Motorbike,East,https://www.gharghaderi.com/house/1029-Attached-two-rooms-are-on-rent:-Hurry-Up/
Urgent sale house near pokhara international airport | 9816178129,Kaski,Pokhara,Chauthe,4Ana,12 Ft,"1,95,00,000",7,3,2073,Car 2,East,https://www.gharghaderi.com/house/1024-Urgent-sale-house-near-pokhara-international-airport/
Well condition house for sale in Sukedhara Chakrapath | 9841071798,Kathmandu,Kathmandu,Sukedhara,0-5-2-3,12 Ft,"3,50,00,000",9,4,2076,Car 2,north east east,https://www.gharghaderi.com/house/1021-Well-condition-house-for-sale-in-Sukedhara-Chakrapath/
House For Sale in Balkumari | 9860435400,Lalitpur,Lalitpur,Balkumari,,20 Ft,"4,00,00,000",5,4,2067,Car 3+,South,https://www.gharghaderi.com/house/1014-House-For-Sale-in-Balkumari/
House for sale in Jorpati | 9842525822,Kathmandu,Gokarneshwor,Jorpati,700 Sqft,16 Ft,"2,00,00,00,00,000",1,1,2076,Motorbike,West,https://www.gharghaderi.com/house/1000-House-for-sale-in-Jorpati/
sonapur ko ghar ghaderi bikrima | 9860931131,Sunsari,Duhubi,rani gaau,12 Dhoor,22 Ft And 16 Ft,"50,00,000",3,1,2076,Motorbike,West,https://www.gharghaderi.com/house/998-sonapur-ko-ghar-ghaderi-bikrima/
House on sale in Bharatpur | 9845920990,Kathmandu,Bharatpur,Malpot-Chowk,11 Dhur,6 M,"2,10,00,000",5,4,2076,Car 1,East,https://www.gharghaderi.com/house/996-House-on-sale-in-Bharatpur/
House for sale at Tiger Chowk Bharatpur | 9809215325,Chitwan,Bharatpur,Tiger-Chowk,9 Dhur,20 Ft,"1,15,00,000",4,3,2075,Car 1,East,https://www.gharghaderi.com/house/995-House-for-sale-at-Tiger-Chowk-Bharatpur/
"house on sale at at Naurangey Bharatpur-11, Chitwan | 9861464004",Chitwan,Bharatpur,Naurangey,10 Dhur,20 Ft,"1,30,00,000",3,3,2073,Car 1,East,https://www.gharghaderi.com/house/994-house-on-sale-at-at-Naurangey-Bharatpur-11-Chitwan/
VIP house for rent at Dhapasi Kathmandu | 9851155216 sold,Kathmandu,Tokha,Dhapasi,3-0-0-0,20 Ft,"4,00,000",5,3,2076,Car 3+,East,https://www.gharghaderi.com/house/993-VIP-house-for-rent-at-Dhapasi-Kathmandu/
A Luxurious Banglow in Sukedhara. | 9851055550,Kathmandu,Kathmandu,Sukedhara,7 Aana,12 Ft,"4,50,00,000",5,3,2067,Car 1,East,https://www.gharghaderi.com/house/992-A-Luxurious-Banglow-in-Sukedhara./
VIP house for sale at Gyaneshwor Chowk Kathmandu | 9842341392 sold,Kathmandu,Kathmandu,Gyaneshwor,0-6-0-0,15 Ft,"5,60,00,000",4,4,2073,Motorbike,South,https://www.gharghaderi.com/house/990-VIP-house-for-sale-at-Gyaneshwor-Chowk-Kathmandu/
"Bungalow On Rent Near American Embassy, Maharajgunj. | 984736937",Kathmandu,Kathmandu,Maharajgunj,64 Anna,20 Ft,"5,00,000",7,5+,2076,Car 3+,East,https://www.gharghaderi.com/house/987-Bungalow-On-Rent-Near-American-Embassy-Maharajgunj./
House for sale at Kirtipur | sold,Kathmandu,Kirtipur,Panga,1026.75 Sqft,10 Ft,"1,35,00,000",4,3,2076,Car 1,South,https://www.gharghaderi.com/house/984-House-for-sale-at-Kirtipur/
Semi furnished house on sale at Kapan | 984736937,Kathmandu,Budhanilkantha,Kapan,0-6-0-0,14 Ft,"5,00,00,000",6,4,2076,car 1,East,https://www.gharghaderi.com/house/981-Semi-furnished-house-on-sale-at-Kapan/
House for rent at Maharajgunj Kathmandu | 984736937,Kathmandu,Kathmandu,Marajgunj,2-0-0-0,20 Ft,"5,00,000",6,5+,2076,Car 3+,East,https://www.gharghaderi.com/house/980-House-for-rent-at-Maharajgunj-Kathmandu/
House for rent at Budhanilkantha | 984736937,Kathmandu,Budhanilkantha,Narayanthan,0-5-0-0,20 Ft,"4,00,000",5,4,2076,Car 2,East,https://www.gharghaderi.com/house/979-House-for-rent-at-Budhanilkantha/
Commercial Building for sale at Samakhusi Kathmandu | 9847369375,Kathmandu,Kathmandu,Samakhusi,0-6-0-0,25 Ft,"9,00,00,000",8,5+,2076,Motorbike,South west,https://www.gharghaderi.com/house/976-Commercial-Building-for-sale-at-Samakhusi-Kathmandu/
House for rent at Maharajgunj Kathmandu | 9842341392,Kathmandu,Kathmandu,Maharajgunj,4-0-0-0,25 Ft,"4,80,000",6,2,2076,Car 3+,East,https://www.gharghaderi.com/house/974-House-for-rent-at-Maharajgunj-Kathmandu/
Modern house for sale at Parbati tole 8 Bhakatapur | 9841459668,Bhaktapur,Suryabinayak,Suryabinayak,0-10-0-0,13 Ft,"5,51,00,000",5,4,2076,Car 1,East,https://www.gharghaderi.com/house/969-Modern-house-for-sale-at-Parbati-tole-8-Bhakatapur/
Bungalow on rent at Sitapetrol Pump Kalanki | 9849131352,Kathmandu,Kathmandu,Kalanki,2-8-0-0,13 Ft,"1,75,000",1,1,2076,Motorbike,East,https://www.gharghaderi.com/house/968-Bungalow-on-rent-at-Sitapetrol-Pump-Kalanki/
